customer_id,frequency,monetary_value
118250,4,48.75
118251,6,71.59
118252,3,71.67
118253,5,37.96
118254,6,104.19
118255,7,83.25
118256,2,37.21
118257,4,39.99
118258,8,27.69
118259,6,109.7
118260,3,85.94
118261,3,53.17
118262,5,57.39
118263,6,112.85
118264,6,47.23
118265,8,23.52
118266,5,118.09
118267,6,13.47
118268,2,59.12
118269,8,71.95
118270,9,41.47
118271,3,78.45
118272,5,47.03
118273,4,43.71
118274,4,121.06
118275,6,99.01
118276,3,24.23
118277,3,112.23
118278,7,26.79
118279,6,18.18
118280,5,52.86
118281,8,21.31
118282,3,67.02
118283,4,79.49
118284,6,7.26
118285,9,112.58
118286,6,51.04
118287,5,124.74
118288,2,84.07
118289,3,78.31
118290,5,87.8
118291,5,86.31
118292,6,59.31
118293,6,60.77
118294,5,19.56
118295,1,117.78
118296,4,57.49
118297,5,52.47
118298,5,57.53
118299,4,37.2
118300,3,246.39
118301,3,30.43
118302,5,122.28
118303,3,38.37
118304,3,95.47
118305,2,21.62
118306,8,70.84
118307,4,29.6
118308,3,30.93
118309,6,49.92
118310,5,28.61
118311,1,8.93
118312,2,25.73
118313,4,100.15
118314,6,37.92
118315,6,47.86
118316,2,124.63
118317,1,135.17
118318,2,53.39
118319,7,162.98
118320,6,149.36
118321,6,48.7
118322,4,31.87
118323,4,132.16
118324,8,95.65
118325,9,29.21
118326,5,34.14
118327,4,78.3
118328,4,64.28
118329,7,97.26
118330,5,55.82
118331,2,31.49
118332,4,16.36
118333,3,112.28
118334,7,62.35
118335,5,53.99
118336,6,66.4
118337,6,21.75
118338,3,56.77
118339,2,38.38
118340,5,44.22
118341,4,77.54
118342,5,75.97
118343,4,90.28
118344,8,94.97
118345,6,42.58
118346,4,70.78
118347,9,70.45
118348,6,78.5
118349,3,23.88
118350,3,52.21
118351,6,33.16
118352,3,6.63
118353,5,36.94
118354,4,56.91
118355,10,50.87
118356,1,52.98
118357,5,107.44
118358,4,70.68
118359,6,163.62
118360,7,40.58
118361,3,101.29
118362,8,14.82
118363,9,25.67
118364,4,29.47
118365,4,101.17
118366,2,75.24
118367,6,64.87
118368,7,43.08
118369,6,26.97
118370,1,68.93
118371,7,26.69
118372,4,84.65
118373,7,43.64
118374,7,42.52
118375,5,85.23
118376,6,17.01
118377,4,24.74
118378,7,107.72
118379,4,46.05
118380,2,129.94
118381,4,51.75
118382,5,43.33
118383,8,72.55
118384,5,65.0
118385,4,77.66
118386,5,39.59
118387,3,26.38
118388,6,35.45
118389,3,70.59
118390,8,72.86
118391,3,45.9
118392,2,111.86
118393,3,60.53
118394,7,32.87
118395,7,93.67
118396,5,107.11
118397,3,52.47
118398,3,45.5
118399,7,64.67
118400,2,85.01
118401,5,57.2
118402,3,30.63
118403,6,19.14
118404,5,62.0
118405,7,52.97
118406,6,93.52
118407,7,62.31
118408,5,75.01
118409,8,67.69
118410,2,56.5
118411,1,28.69
118412,5,37.98
118413,5,65.6
118414,5,60.02
118415,3,42.19
118416,7,37.37
118417,6,72.99
118418,8,44.25
118419,3,50.16
118420,6,63.99
118421,6,16.06
118422,6,89.33
118423,7,94.24
118424,1,104.14
118425,3,48.46
118426,4,31.53
118427,7,51.23
118428,3,190.81
118429,5,11.45
118430,8,97.34
118431,5,86.99
118432,2,21.15
118433,5,171.09
118434,5,87.59
118435,9,80.52
118436,5,90.85
118437,7,62.54
118438,5,39.79
118439,3,107.28
118440,6,50.34
118441,4,30.8
118442,3,100.62
118443,3,15.71
118444,5,55.14
118445,4,46.69
118446,3,61.61
118447,4,86.15
118448,6,47.04
118449,5,40.32
118450,5,134.25
118451,5,82.86
118452,3,52.15
118453,4,44.36
118454,6,136.25
118455,5,60.7
118456,5,32.04
118457,11,65.63
118458,5,50.78
118459,4,36.74
118460,8,17.54
118461,6,73.83
118462,2,43.81
118463,6,54.47
118464,4,138.24
118465,4,36.79
118466,4,16.66
118467,8,124.55
118468,7,57.31
118469,2,30.89
118470,6,84.05
118471,7,90.2
118472,5,57.82
118473,4,33.08
118474,5,57.08
118475,10,80.78
118476,8,91.83
118477,3,58.92
118478,7,53.74
118479,4,25.33
118480,2,81.74
118481,5,61.02
118482,6,31.03
118483,7,16.85
118484,5,72.15
118485,6,11.54
118486,5,39.26
118487,2,76.73
118488,5,58.61
118489,4,7.7
118490,3,98.28
118491,4,58.36
118492,7,102.08
118493,4,12.25
118494,6,62.48
118495,4,59.23
118496,6,44.45
118497,4,74.37
118498,5,67.29
118499,3,75.0
118500,3,149.7
118501,7,75.59
118502,3,67.15
118503,3,10.12
118504,7,75.54
118505,3,12.65
118506,5,52.89
118507,5,42.91
118508,5,82.4
118509,9,33.42
118510,3,75.68
118511,2,55.94
118512,9,45.34
118513,7,73.21
118514,4,131.91
118515,12,22.6
118516,4,15.52
118517,6,79.45
118518,6,32.38
118519,6,15.59
118520,2,29.4
118521,4,86.16
118522,11,46.99
118523,4,73.02
118524,6,67.07
118525,1,38.29
118526,3,45.95
118527,4,118.39
118528,4,71.09
118529,7,41.77
118530,8,25.54
118531,4,19.14
118532,5,63.96
118533,6,27.77
118534,7,59.4
118535,5,98.95
118536,4,15.33
118537,3,60.68
118538,4,49.99
118539,4,27.36
118540,6,76.14
118541,5,101.57
118542,4,86.65
118543,6,35.54
118544,5,42.08
118545,5,59.45
118546,3,70.39
118547,5,27.29
118548,5,20.18
118549,4,38.12
118550,2,49.69
118551,5,22.45
118552,8,41.18
118553,4,34.38
118554,4,19.22
118555,4,16.61
118556,2,54.33
118557,6,98.18
118558,5,72.08
118559,5,41.84
118560,4,15.57
118561,3,40.86
118562,3,26.38
118563,5,62.03
118564,3,27.07
118565,6,39.78
118566,3,49.56
118567,6,51.93
118568,4,42.47
118569,3,97.44
118570,6,25.82
118571,7,49.97
118572,1,69.12
118573,4,47.99
118574,5,99.61
118575,7,62.93
118576,5,87.66
118577,3,41.33
118578,6,68.43
118579,4,40.95
118580,6,43.07
118581,3,90.33
118582,4,120.95
118583,4,29.35
118584,9,36.07
118585,5,47.94
118586,2,51.71
118587,4,69.08
118588,4,39.74
118589,3,23.96
118590,4,21.1
118591,5,31.24
118592,7,170.42
118593,7,25.13
118594,6,20.74
118595,3,28.06
118596,7,52.04
118597,3,73.63
118598,5,37.59
118599,2,39.55
118600,6,349.68
118601,4,69.16
118602,7,60.26
118603,2,64.41
118604,6,30.94
118605,5,50.16
118606,3,38.52
118607,5,78.59
118608,4,73.28
118609,7,38.26
118610,5,103.67
118611,4,40.58
118612,6,66.5
118613,4,78.53
118614,3,72.17
118615,5,21.26
118616,5,23.46
118617,6,153.09
118618,4,50.81
118619,3,71.08
118620,5,65.99
118621,3,78.74
118622,3,63.99
118623,3,43.82
118624,6,78.84
118625,3,38.41
118626,9,85.51
118627,4,52.79
118628,3,53.8
118629,6,95.64
118630,3,65.18
118631,5,23.78
118632,6,39.5
118633,2,87.8
118634,7,52.91
118635,6,63.61
118636,4,88.12
118637,5,54.31
118638,3,14.33
118639,7,27.6
118640,2,37.87
118641,7,17.81
118642,4,13.86
118643,5,72.04
118644,7,47.53
118645,5,57.27
118646,8,23.62
118647,2,110.78
118648,3,43.81
118649,7,60.52
118650,2,113.49
118651,7,65.28
118652,7,95.36
118653,4,5.54
118654,5,95.56
118655,4,46.91
118656,6,89.53
118657,4,10.84
118658,8,113.2
118659,4,31.35
118660,3,74.08
118661,6,112.49
118662,7,22.86
118663,6,27.23
118664,3,86.15
118665,5,14.91
118666,3,55.89
118667,8,88.37
118668,4,22.85
118669,2,70.58
118670,9,23.82
118671,6,98.7
118672,3,12.45
118673,9,70.48
118674,5,87.65
118675,3,105.26
118676,5,70.79
118677,5,28.21
118678,6,147.82
118679,4,84.4
118680,5,118.14
118681,5,131.96
118682,5,34.76
118683,2,43.58
118684,5,77.31
118685,3,24.91
118686,8,17.89
118687,5,57.0
118688,7,63.35
118689,5,41.08
118690,4,49.4
118691,4,67.38
118692,4,13.42
118693,4,34.86
118694,2,17.59
118695,3,19.44
118696,5,79.69
118697,6,36.11
118698,6,121.28
118699,4,43.62
118700,3,275.22
118701,3,104.51
118702,3,77.86
118703,5,47.34
118704,6,14.06
118705,7,30.71
118706,2,64.87
118707,3,27.14
118708,3,50.38
118709,9,97.63
118710,6,21.34
118711,6,66.83
118712,7,50.57
118713,3,55.71
118714,3,102.95
118715,5,25.78
118716,6,79.1
118717,3,74.58
118718,6,89.03
118719,6,141.04
118720,5,83.66
118721,6,73.07
118722,5,63.05
118723,3,108.12
118724,7,62.98
118725,7,30.08
118726,9,127.8
118727,6,78.28
118728,7,81.08
118729,7,26.9
118730,5,14.27
118731,4,70.74
118732,7,55.43
118733,6,58.91
118734,5,52.93
118735,3,47.37
118736,5,68.61
118737,6,34.59
118738,5,70.89
118739,3,90.57
118740,7,25.3
118741,3,32.72
118742,7,101.07
118743,4,23.49
118744,3,51.94
118745,4,55.35
118746,8,55.96
118747,6,47.71
118748,4,32.17
118749,3,57.05
118750,6,93.56
118751,3,31.77
118752,3,33.4
118753,6,71.06
118754,7,39.02
118755,3,69.85
118756,6,44.93
118757,7,91.63
118758,4,66.29
118759,5,59.06
118760,5,45.72
118761,4,22.64
118762,4,30.18
118763,8,34.73
118764,4,22.36
118765,5,15.58
118766,2,17.31
118767,2,27.28
118768,6,95.45
118769,3,119.96
118770,7,63.42
118771,8,33.13
118772,10,46.02
118773,2,49.43
118774,3,69.82
118775,2,64.7
118776,4,90.58
118777,4,47.56
118778,2,16.0
118779,4,120.55
118780,6,142.13
118781,5,60.46
118782,6,32.62
118783,4,23.71
118784,5,19.09
118785,3,85.83
118786,4,45.45
118787,4,83.67
118788,4,22.77
118789,5,43.62
118790,6,16.87
118791,5,25.49
118792,7,73.33
118793,3,66.29
118794,6,16.97
118795,2,39.07
118796,5,32.01
118797,4,63.75
118798,3,30.6
118799,4,25.92
118800,6,844.55
118801,3,103.89
118802,2,77.94
118803,6,60.58
118804,3,26.32
118805,4,36.18
118806,4,99.52
118807,2,129.46
118808,6,58.26
118809,3,76.88
118810,6,33.76
118811,4,19.59
118812,5,108.88
118813,5,90.06
118814,7,10.92
118815,4,27.43
118816,5,59.88
118817,5,55.27
118818,3,72.42
118819,7,40.73
118820,5,32.97
118821,6,53.34
118822,5,25.83
118823,3,24.26
118824,4,36.75
118825,5,63.39
118826,4,178.1
118827,1,30.41
118828,5,14.77
118829,3,86.06
118830,3,39.41
118831,3,82.0
118832,2,58.94
118833,5,43.57
118834,4,37.05
118835,3,60.43
118836,2,25.54
118837,4,88.96
118838,4,152.52
118839,6,204.56
118840,5,80.42
118841,4,66.26
118842,8,30.99
118843,5,98.25
118844,5,35.16
118845,5,34.09
118846,7,74.33
118847,2,65.56
118848,4,62.73
118849,5,45.87
118850,4,45.74
118851,4,84.39
118852,5,37.23
118853,4,112.44
118854,3,40.53
118855,3,65.34
118856,7,40.12
118857,5,63.37
118858,3,46.25
118859,1,51.55
118860,3,118.05
118861,4,104.48
118862,7,79.59
118863,6,13.31
118864,5,94.59
118865,3,30.07
118866,5,49.44
118867,5,24.49
118868,2,23.33
118869,5,63.58
118870,8,74.42
118871,5,47.78
118872,7,20.93
118873,6,89.19
118874,5,20.57
118875,6,76.21
118876,4,55.44
118877,5,77.9
118878,4,52.15
118879,8,40.32
118880,4,63.91
118881,7,68.95
118882,3,83.82
118883,2,57.19
118884,5,35.17
118885,4,33.81
118886,7,75.28
118887,4,22.67
118888,4,100.94
118889,3,17.41
118890,2,66.49
118891,7,53.01
118892,5,77.9
118893,6,46.4
118894,6,101.33
118895,7,23.57
118896,4,40.48
118897,5,49.39
118898,5,79.61
118899,4,31.79
118900,9,263.01
118901,8,55.39
118902,3,24.08
118903,6,187.83
118904,4,119.12
118905,3,80.41
118906,5,101.59
118907,14,47.08
118908,3,49.71
118909,5,133.9
118910,5,63.08
118911,3,74.22
118912,5,45.84
118913,8,32.82
118914,3,52.64
118915,5,81.87
118916,3,106.5
118917,5,12.1
118918,3,3.63
118919,3,93.5
118920,9,97.32
118921,4,38.93
118922,4,87.57
118923,4,122.83
118924,5,34.52
118925,7,59.43
118926,3,89.83
118927,5,43.56
118928,5,63.41
118929,6,44.79
118930,4,59.6
118931,7,94.05
118932,3,99.05
118933,5,145.99
118934,3,45.89
118935,5,68.75
118936,6,62.26
118937,7,68.86
118938,6,110.51
118939,3,16.53
118940,8,73.65
118941,2,57.94
118942,2,32.12
118943,8,41.66
118944,4,52.71
118945,10,25.46
118946,3,64.91
118947,5,95.83
118948,2,17.6
118949,5,23.14
118950,3,79.74
118951,10,16.89
118952,4,44.32
118953,4,25.54
118954,2,70.67
118955,3,52.26
118956,7,69.36
118957,5,82.46
118958,7,58.82
118959,5,42.66
118960,5,49.28
118961,6,33.12
118962,5,59.92
118963,3,80.15
118964,8,35.38
118965,8,49.89
118966,3,127.23
118967,7,52.5
118968,8,32.14
118969,3,81.96
118970,3,37.36
118971,4,58.26
118972,6,57.19
118973,3,92.95
118974,9,27.59
118975,2,22.63
118976,6,89.38
118977,3,44.42
118978,6,81.29
118979,3,41.36
118980,8,18.86
118981,3,52.1
118982,5,120.15
118983,5,17.12
118984,6,90.25
118985,8,44.54
118986,5,84.88
118987,8,33.16
118988,2,42.98
118989,2,145.59
118990,6,86.45
118991,6,80.91
118992,6,50.39
118993,5,50.67
118994,4,90.72
118995,10,43.07
118996,5,50.86
118997,4,70.89
118998,3,35.51
118999,3,66.9
119000,3,481.8
119001,3,66.96
119002,3,67.55
119003,6,88.76
119004,4,7.95
119005,7,69.59
119006,5,24.55
119007,6,29.23
119008,5,66.9
119009,5,71.7
119010,7,96.76
119011,1,123.66
119012,4,116.88
119013,9,24.86
119014,9,31.1
119015,2,46.97
119016,7,54.87
119017,5,22.97
119018,5,32.03
119019,7,65.47
119020,4,27.82
119021,5,27.37
119022,6,70.02
119023,5,60.75
119024,2,43.97
119025,5,178.97
119026,4,103.17
119027,4,96.27
119028,2,88.84
119029,3,147.02
119030,4,31.19
119031,6,102.38
119032,4,24.96
119033,5,101.16
119034,5,107.9
119035,5,52.96
119036,4,37.88
119037,5,103.96
119038,6,22.95
119039,2,89.44
119040,5,31.1
119041,4,85.92
119042,9,50.49
119043,4,83.43
119044,4,56.74
119045,6,36.39
119046,4,77.65
119047,7,38.23
119048,5,114.05
119049,5,9.21
119050,6,59.68
119051,5,33.53
119052,7,57.61
119053,6,76.2
119054,4,35.27
119055,6,70.92
119056,8,121.25
119057,3,142.75
119058,5,54.28
119059,6,80.5
119060,2,18.45
119061,5,38.45
119062,4,37.71
119063,4,63.28
119064,1,53.16
119065,4,26.19
119066,1,64.58
119067,3,65.24
119068,2,30.94
119069,3,21.48
119070,4,69.23
119071,5,50.6
119072,4,18.87
119073,3,37.32
119074,6,51.94
119075,7,52.15
119076,5,61.82
119077,4,32.33
119078,7,46.45
119079,4,72.06
119080,2,68.83
119081,7,33.16
119082,1,17.21
119083,4,52.96
119084,2,15.74
119085,3,47.87
119086,5,112.64
119087,6,79.59
119088,5,104.69
119089,8,99.29
119090,6,65.6
119091,6,59.12
119092,3,13.54
119093,5,75.28
119094,4,67.95
119095,5,38.75
119096,6,12.42
119097,2,46.41
119098,6,53.62
119099,4,55.36
119100,6,166.94
119101,7,41.32
119102,4,50.58
119103,5,92.87
119104,9,85.33
119105,3,55.02
119106,6,84.45
119107,4,46.28
119108,4,66.61
119109,5,52.84
119110,5,47.93
119111,4,69.56
119112,4,75.42
119113,4,63.88
119114,6,23.04
119115,7,68.48
119116,3,44.46
119117,3,61.09
119118,4,70.38
119119,8,52.3
119120,4,14.8
119121,1,93.83
119122,2,31.58
119123,5,100.25
119124,3,72.08
119125,7,17.33
119126,2,42.57
119127,9,25.35
119128,9,25.68
119129,3,116.08
119130,8,32.95
119131,3,42.36
119132,7,35.97
119133,5,79.58
119134,6,48.22
119135,5,40.69
119136,5,50.37
119137,11,63.63
119138,3,54.46
119139,3,54.69
119140,6,29.6
119141,8,65.33
119142,5,34.11
119143,7,31.7
119144,7,53.57
119145,4,57.89
119146,2,1.98
119147,7,41.48
119148,8,30.93
119149,6,69.69
119150,6,79.44
119151,3,41.54
119152,6,89.47
119153,6,46.45
119154,7,60.33
119155,4,37.89
119156,5,60.3
119157,5,26.79
119158,3,161.48
119159,4,22.26
119160,4,134.24
119161,5,49.79
119162,2,73.15
119163,6,53.02
119164,3,33.8
119165,9,48.66
119166,3,53.89
119167,3,100.28
119168,2,42.23
119169,4,29.8
119170,2,90.32
119171,5,137.72
119172,6,121.16
119173,6,121.67
119174,4,48.77
119175,6,57.49
119176,8,55.95
119177,7,81.58
119178,4,106.08
119179,7,30.98
119180,2,58.24
119181,3,26.52
119182,5,59.64
119183,9,158.96
119184,7,54.64
119185,2,88.55
119186,8,183.38
119187,6,16.32
119188,6,34.47
119189,4,111.79
119190,6,43.41
119191,5,16.78
119192,4,57.37
119193,4,116.34
119194,5,28.91
119195,9,131.42
119196,6,20.87
119197,5,58.12
119198,7,75.3
119199,4,30.17
119200,4,653.76
119201,5,87.01
119202,3,37.58
119203,7,91.61
119204,2,23.65
119205,4,46.77
119206,4,37.78
119207,6,32.45
119208,10,83.68
119209,3,51.86
119210,8,47.55
119211,3,89.6
119212,5,44.74
119213,5,70.26
119214,5,33.09
119215,10,32.69
119216,5,61.2
119217,6,92.43
119218,6,63.23
119219,5,64.16
119220,6,51.53
119221,3,87.9
119222,4,33.16
119223,4,14.87
119224,3,41.49
119225,1,63.91
119226,6,165.77
119227,5,57.55
119228,3,99.34
119229,8,11.11
119230,2,108.89
119231,9,114.37
119232,4,36.13
119233,3,86.04
119234,7,56.86
119235,7,13.89
119236,7,68.34
119237,4,48.08
119238,7,11.54
119239,4,33.92
119240,2,59.76
119241,6,18.41
119242,5,25.73
119243,6,26.71
119244,6,127.32
119245,4,20.97
119246,6,54.19
119247,5,62.87
119248,1,108.89
119249,5,79.32
119250,3,66.78
119251,6,70.53
119252,6,103.73
119253,6,70.68
119254,7,13.54
119255,5,38.29
119256,6,23.65
119257,4,89.65
119258,6,25.45
119259,3,44.85
119260,1,21.93
119261,5,31.34
119262,6,154.6
119263,8,77.25
119264,3,142.37
119265,5,87.3
119266,2,40.42
119267,5,50.04
119268,4,11.69
119269,3,106.99
119270,5,21.01
119271,5,69.05
119272,2,25.27
119273,7,173.34
119274,3,68.21
119275,5,8.15
119276,7,50.11
119277,7,65.26
119278,6,35.21
119279,6,86.97
119280,6,58.41
119281,6,24.72
119282,5,48.61
119283,9,78.48
119284,4,35.74
119285,6,18.93
119286,5,11.08
119287,4,69.64
119288,6,2.39
119289,4,8.2
119290,6,46.55
119291,2,28.67
119292,4,55.05
119293,3,68.65
119294,6,28.83
119295,4,25.68
119296,10,104.49
119297,4,22.6
119298,3,44.57
119299,4,69.85
119300,10,343.38
119301,8,25.72
119302,4,82.81
119303,5,31.07
119304,4,55.33
119305,6,29.61
119306,5,49.6
119307,4,101.05
119308,1,85.42
119309,7,13.27
119310,5,79.85
119311,4,88.12
119312,4,59.46
119313,2,39.43
119314,4,24.9
119315,5,45.14
119316,5,68.35
119317,8,39.3
119318,2,80.57
119319,11,41.67
119320,6,83.62
119321,3,65.34
119322,4,25.07
119323,4,17.65
119324,3,56.75
119325,4,156.62
119326,4,81.84
119327,2,13.95
119328,4,40.22
119329,6,142.27
119330,2,83.14
119331,3,35.55
119332,8,28.51
119333,2,79.98
119334,4,61.63
119335,4,89.67
119336,7,35.48
119337,6,65.54
119338,4,53.36
119339,2,74.09
119340,5,64.97
119341,7,53.37
119342,6,53.34
119343,2,33.74
119344,3,113.92
119345,3,66.21
119346,5,108.75
119347,2,48.28
119348,6,113.42
119349,7,16.67
119350,9,45.36
119351,2,22.71
119352,9,16.07
119353,3,45.38
119354,2,38.35
119355,5,20.24
119356,2,104.52
119357,4,44.68
119358,4,18.35
119359,6,61.3
119360,7,74.88
119361,4,211.32
119362,5,35.21
119363,6,57.26
119364,2,63.49
119365,5,99.46
119366,6,37.66
119367,3,53.55
119368,3,30.24
119369,6,59.77
119370,5,12.69
119371,4,90.82
119372,3,60.62
119373,5,64.22
119374,4,84.12
119375,4,26.14
119376,6,39.46
119377,10,48.1
119378,3,2.59
119379,5,4.22
119380,6,52.9
119381,5,36.21
119382,8,27.71
119383,2,36.52
119384,6,53.77
119385,3,31.89
119386,3,46.98
119387,8,38.79
119388,4,24.15
119389,4,45.54
119390,3,51.04
119391,7,17.14
119392,5,42.88
119393,3,75.4
119394,7,26.94
119395,4,15.69
119396,5,88.85
119397,5,87.39
119398,3,35.94
119399,2,97.92
119400,7,267.66
119401,3,10.53
119402,3,50.2
119403,6,69.43
119404,2,48.68
119405,3,71.45
119406,2,25.81
119407,5,52.63
119408,3,49.03
119409,8,36.99
119410,4,104.48
119411,4,30.39
119412,2,41.43
119413,4,24.43
119414,8,70.21
119415,6,103.93
119416,5,40.81
119417,3,118.09
119418,7,99.89
119419,4,52.03
119420,6,64.58
119421,6,65.25
119422,5,89.9
119423,4,139.13
119424,6,114.8
119425,7,27.62
119426,4,25.27
119427,6,69.14
119428,6,37.89
119429,4,54.08
119430,4,46.79
119431,3,43.24
119432,2,104.86
119433,9,176.98
119434,6,90.47
119435,1,24.06
119436,5,84.04
119437,6,22.64
119438,2,99.04
119439,6,116.41
119440,4,57.36
119441,5,49.39
119442,9,26.14
119443,3,160.49
119444,4,60.36
119445,4,47.43
119446,4,89.57
119447,4,109.52
119448,8,35.34
119449,6,52.8
119450,4,58.99
119451,6,13.16
119452,3,27.69
119453,5,161.22
119454,6,18.98
119455,3,72.46
119456,4,104.74
119457,5,46.71
119458,3,37.25
119459,2,66.5
119460,2,45.97
119461,3,60.54
119462,3,129.61
119463,2,77.51
119464,1,62.71
119465,12,116.93
119466,5,52.01
119467,7,113.34
119468,6,90.18
119469,6,34.17
119470,6,16.88
119471,7,29.73
119472,4,40.33
119473,7,79.79
119474,3,66.28
119475,3,57.22
119476,8,84.45
119477,5,30.27
119478,9,45.93
119479,1,16.23
119480,2,29.95
119481,7,41.03
119482,1,104.95
119483,8,47.74
119484,6,89.4
119485,5,56.91
119486,3,69.35
119487,5,46.42
119488,2,32.88
119489,3,39.19
119490,9,48.41
119491,3,62.92
119492,2,58.16
119493,3,47.71
119494,4,120.65
119495,4,41.56
119496,9,28.77
119497,3,58.87
119498,3,61.78
119499,4,104.71
119500,6,345.58
119501,2,42.51
119502,6,40.14
119503,7,16.26
119504,3,30.34
119505,4,89.66
119506,7,103.69
119507,4,41.56
119508,5,63.38
119509,4,24.64
119510,4,84.42
119511,6,70.8
119512,8,34.46
119513,1,45.25
119514,2,56.65
119515,4,70.26
119516,5,20.4
119517,7,42.96
119518,4,71.0
119519,1,52.72
119520,4,18.41
119521,6,74.12
119522,6,121.85
119523,4,51.81
119524,2,89.3
119525,7,27.63
119526,7,116.77
119527,7,103.17
119528,5,41.07
119529,5,38.18
119530,3,71.2
119531,3,61.47
119532,5,95.85
119533,6,22.18
119534,1,38.43
119535,3,55.8
119536,8,53.53
119537,6,80.91
119538,6,85.33
119539,2,84.77
119540,8,73.43
119541,6,40.34
119542,4,22.66
119543,2,63.63
119544,6,46.94
119545,5,41.44
119546,8,53.76
119547,6,9.69
119548,8,35.48
119549,2,109.78
119550,4,76.63
119551,6,21.12
119552,6,52.67
119553,9,52.62
119554,5,138.0
119555,5,11.09
119556,6,78.48
119557,8,44.81
119558,5,102.67
119559,5,135.67
119560,4,87.11
119561,2,67.37
119562,4,132.91
119563,3,66.89
119564,6,58.79
119565,2,12.22
119566,5,86.12
119567,7,23.32
119568,6,158.44
119569,4,6.08
119570,4,29.86
119571,5,25.16
119572,8,36.86
119573,6,4.69
119574,3,65.3
119575,4,99.42
119576,8,46.06
119577,5,61.63
119578,8,66.31
119579,3,38.95
119580,4,117.49
119581,4,49.39
119582,4,41.2
119583,3,29.24
119584,3,10.79
119585,7,87.0
119586,4,42.81
119587,6,56.99
119588,5,58.35
119589,3,49.47
119590,4,36.45
119591,6,84.16
119592,3,43.94
119593,6,88.58
119594,4,41.72
119595,4,13.88
119596,4,71.18
119597,3,63.91
119598,2,37.08
119599,5,47.06
119600,5,415.09
119601,5,39.53
119602,5,36.68
119603,5,98.43
119604,5,56.86
119605,5,57.26
119606,7,88.41
119607,5,51.03
119608,5,153.73
119609,3,47.25
119610,5,54.14
119611,4,69.44
119612,7,13.44
119613,5,186.2
119614,4,90.69
119615,8,90.83
119616,7,8.15
119617,4,84.97
119618,10,83.17
119619,7,65.18
119620,3,57.29
119621,4,31.86
119622,5,92.78
119623,5,29.82
119624,6,71.92
119625,6,43.11
119626,8,25.29
119627,6,21.94
119628,6,37.95
119629,3,50.64
119630,7,56.31
119631,5,43.33
119632,7,46.73
119633,4,63.32
119634,8,55.37
119635,4,70.33
119636,7,64.78
119637,2,54.77
119638,4,59.35
119639,3,74.73
119640,5,134.13
119641,3,59.48
119642,2,60.95
119643,5,17.75
119644,5,67.66
119645,6,37.93
119646,3,39.25
119647,4,84.13
119648,2,65.76
119649,7,58.96
119650,8,57.08
119651,5,56.5
119652,6,59.5
119653,7,35.54
119654,7,53.49
119655,5,82.86
119656,7,24.51
119657,6,40.3
119658,5,59.17
119659,3,60.79
119660,6,101.1
119661,6,55.13
119662,6,43.33
119663,7,67.71
119664,2,119.63
119665,5,114.66
119666,4,20.19
119667,4,61.79
119668,4,13.84
119669,5,82.26
119670,5,93.89
119671,5,30.43
119672,4,105.22
119673,4,37.87
119674,7,16.14
119675,9,35.86
119676,4,78.48
119677,6,107.83
119678,4,58.14
119679,6,114.94
119680,7,11.1
119681,9,72.99
119682,4,15.51
119683,2,158.63
119684,4,75.8
119685,4,27.38
119686,2,83.67
119687,7,44.46
119688,7,42.49
119689,5,60.9
119690,3,52.88
119691,5,43.16
119692,5,35.97
119693,5,114.93
119694,5,10.55
119695,6,32.2
119696,6,100.0
119697,5,63.04
119698,5,48.26
119699,5,131.84
119700,6,122.74
119701,4,89.03
119702,5,121.93
119703,4,9.04
119704,7,39.64
119705,5,92.88
119706,7,65.36
119707,4,67.34
119708,3,40.21
119709,2,106.19
119710,2,41.78
119711,6,26.94
119712,2,37.28
119713,3,140.08
119714,3,56.07
119715,6,17.1
119716,1,24.22
119717,5,31.0
119718,2,37.83
119719,7,37.76
119720,11,86.86
119721,4,49.76
119722,8,20.55
119723,3,46.0
119724,5,43.96
119725,5,42.57
119726,1,22.29
119727,5,7.06
119728,7,134.54
119729,3,66.03
119730,4,68.86
119731,8,92.29
119732,6,127.3
119733,5,28.01
119734,5,102.41
119735,5,47.28
119736,5,115.93
119737,4,113.03
119738,3,72.94
119739,6,24.14
119740,2,117.18
119741,4,47.05
119742,7,71.11
119743,2,81.38
119744,2,8.75
119745,4,72.84
119746,6,108.72
119747,5,19.02
119748,5,39.79
119749,6,65.46
119750,4,23.69
119751,4,34.59
119752,5,82.29
119753,7,29.91
119754,4,10.9
119755,7,119.5
119756,3,90.69
119757,5,53.21
119758,3,33.5
119759,8,12.63
119760,5,57.38
119761,6,36.36
119762,9,169.18
119763,6,19.38
119764,6,46.04
119765,3,65.71
119766,6,58.71
119767,4,28.74
119768,7,43.36
119769,2,45.68
119770,4,72.32
119771,3,72.37
119772,5,27.33
119773,5,58.47
119774,5,29.84
119775,9,43.43
119776,5,31.98
119777,5,168.88
119778,6,62.04
119779,7,122.82
119780,4,22.63
119781,8,81.37
119782,5,30.8
119783,2,192.51
119784,2,61.79
119785,4,64.8
119786,4,53.74
119787,4,57.7
119788,6,140.86
119789,5,86.51
119790,5,45.49
119791,3,104.19
119792,6,19.89
119793,3,117.86
119794,6,61.21
119795,7,58.61
119796,11,32.41
119797,3,21.41
119798,3,196.06
119799,4,105.02
119800,6,145.62
119801,6,79.58
119802,6,66.95
