antiguedad,gasto,soporte,satisfaccion,churn_real
61,260.438251328001,2,5,0
13,293.59385807439776,3,4,0
54,245.82371469485474,0,4,1
67,84.1834151546121,0,2,1
12,94.35456302607614,1,4,0
1,278.66940748228217,0,2,0
6,241.14655755891147,3,5,1
51,217.96467340491756,1,4,0
23,161.0789267412309,0,5,0
21,390.8625458525687,0,2,1
59,449.03023649474045,3,5,0
49,446.28337409212736,1,2,0
25,393.6346465567318,2,1,1
8,367.24283979368226,0,4,0
12,199.28804374451312,0,5,0
63,111.28263716678993,2,5,0
30,447.571333107686,2,3,0
59,463.31380665502473,0,3,0
7,493.09586366982336,1,4,1
52,347.52739628921233,1,3,0
28,52.940221409376505,0,4,0
19,208.42354666526342,1,3,0
9,491.0425786145114,0,3,0
20,449.09558072236865,0,5,0
20,365.70146971288005,0,4,0
33,482.2596094889838,1,1,0
54,151.69171380913292,2,2,1
29,265.48865555673444,0,5,0
27,118.1409872596749,0,4,0
68,151.91775768348802,1,5,0
10,306.4326112517655,1,2,1
43,384.92074578897103,0,1,0
52,455.7771869042623,1,4,0
43,81.34090887678028,1,5,0
21,167.74994167780682,2,4,0
62,370.55022880236527,0,3,0
68,384.8727530551241,0,3,0
4,168.13775403127178,1,2,1
35,215.76012243097802,0,1,0
67,127.27738079125855,0,5,0
39,241.64586172383883,1,4,0
38,235.15305393033145,1,5,0
67,230.5288987332872,1,5,0
23,215.1228647440537,1,4,0
47,346.3740481267248,1,4,0
59,473.4380549775365,0,4,0
20,347.15729844654686,3,4,1
7,109.30210944287877,1,2,1
62,293.27476106125215,2,3,0
55,154.26182706031366,1,1,0
33,304.71094921139826,3,3,0
67,393.45261289180416,1,3,0
70,384.90368644411666,2,4,0
1,228.42531281268097,2,4,0
65,400.3441254758137,0,5,0
69,215.09954680566688,2,3,0
40,199.0796610696545,1,3,0
9,267.3186554015119,1,5,0
26,157.7410299707909,1,4,0
19,354.2319117790122,1,4,0
64,297.30568829499936,1,4,0
51,467.47882779406035,0,4,0
28,116.61397045623481,2,4,0
53,237.31811585676252,1,3,0
68,218.8859345464177,1,3,0
43,465.79653291259837,2,4,0
20,350.06677818444814,1,5,0
18,85.44105010772961,1,2,1
13,471.32605988855954,0,3,0
6,391.92788588565503,1,4,0
25,323.46421472506296,1,4,0
25,84.37057492688382,1,3,0
23,191.95625390688807,1,2,1
69,51.4903491439341,0,1,0
39,497.8353865863689,0,5,0
9,60.691170177515694,3,4,1
41,344.08939523347425,1,4,0
3,322.5552352644404,0,5,0
54,412.4974350065208,3,5,0
49,471.5925528333539,1,4,0
22,232.52208635624808,0,5,0
62,429.1860534855543,1,4,0
6,142.81942658137524,0,4,0
15,75.51455806945259,1,5,0
21,380.6986303647641,3,5,0
8,494.7347925468966,2,3,0
25,377.71216645608877,0,3,0
59,373.0047763710985,1,2,1
20,220.94133875021075,0,4,0
12,227.42881530551642,1,4,0
3,346.76020411616173,1,3,0
57,178.1393460274784,2,3,0
14,296.6804590053545,1,1,0
60,389.6538474760916,3,4,0
10,476.1842331089175,0,4,0
44,397.2837412606681,2,1,0
6,138.7741091081018,0,4,0
49,100.14661347808043,0,4,0
14,232.5656738339668,2,5,0
37,82.22391543856595,1,2,0
30,166.05936750996412,1,4,0
22,30.529446229342856,1,4,0
62,160.16463429949968,0,4,0
46,300.2197300457143,4,4,1
5,496.04858416702086,0,2,0
5,85.36727826802122,1,4,0
63,178.7139318816602,2,2,1
47,461.4128663200947,2,4,0
23,418.30334193628744,1,4,0
62,450.35042245320005,1,1,1
56,431.33936235887523,2,4,0
63,94.80297218825585,1,3,0
13,352.0277145448024,0,4,0
14,171.26683801736397,2,4,0
30,362.0275722903812,2,2,0
15,385.38451463539604,0,2,1
56,388.8642707530013,0,5,0
21,189.96764605552124,0,3,0
12,122.63229330791214,4,4,0
46,147.76516634393062,1,5,0
50,322.8523279462745,1,4,0
68,71.2734786981539,0,2,1
61,376.05663561610794,3,4,0
20,176.84846649956506,1,5,0
21,266.6823202268024,1,5,0
39,163.42645191209286,0,4,0
57,176.17341461870004,1,4,0
14,399.6728769938443,1,1,0
3,483.61545466531095,1,3,0
68,379.62896289273027,1,4,0
22,485.059910879448,1,3,0
10,377.13010564253455,1,4,0
67,372.8059663761436,1,2,1
51,495.9411334078603,1,5,0
32,451.8314733966487,0,4,0
25,335.4812426371336,1,4,0
34,173.65389587406025,0,4,0
17,389.2815160626811,1,5,0
15,186.02606511134053,3,4,1
60,201.74348918929024,0,4,0
69,38.00605347067213,2,4,0
14,478.74182244051474,2,5,0
28,217.08158126487118,1,5,0
26,476.0327005678088,3,4,1
61,205.4018270822902,1,4,0
41,391.9574084267725,1,4,0
3,53.00569535253197,0,5,0
30,209.1973457872886,0,4,0
29,337.7377720422329,2,3,0
60,159.1182545168544,1,2,0
6,176.71974327344356,0,4,1
59,494.73972595055534,1,5,0
48,62.818249541178645,1,2,1
30,455.51352402517136,0,5,0
47,346.24384099891364,0,4,0
24,334.56773040291665,2,4,0
64,24.28901823454474,1,5,0
59,446.5333879804093,1,5,0
57,308.5350397814474,4,2,1
52,63.121762706461,1,2,0
15,312.5180993709557,1,5,0
68,180.0584711790075,1,2,0
53,106.21762749552698,0,5,0
42,371.9549961463557,0,5,0
66,376.21615916694776,0,5,0
15,348.54596792995125,1,4,0
45,377.49986668775193,1,4,0
6,412.8753136781041,5,1,1
9,43.962683797433115,1,3,0
37,334.82622273172984,0,4,0
31,68.0548861189188,1,1,0
66,324.7595767087509,1,4,0
42,379.5959975060216,2,3,0
51,28.377237182513753,1,4,0
9,350.1761884882169,2,4,0
1,312.0906260271604,3,4,1
67,138.5679793398544,0,4,0
62,495.74018713865877,3,4,0
60,171.60710770674598,1,3,0
47,71.84799957139255,1,2,1
63,373.7932737930508,1,5,0
32,454.36622051269006,0,4,0
20,88.80610389700186,1,5,0
28,198.72404749515144,1,3,0
45,172.31352837821265,0,3,0
25,250.93069696147168,1,3,0
23,375.5590236773956,2,3,0
40,330.4108145214771,0,3,0
11,94.3172256529216,0,3,0
36,385.66286744254546,1,3,0
70,269.48840541678146,0,2,0
66,244.92557554368685,2,2,0
12,159.90296644204722,0,5,0
39,268.7545682210589,0,4,0
69,85.08787976439237,2,5,0
19,120.62163589758116,0,4,0
26,309.7374510664038,1,4,0
57,289.68308015072625,0,2,0
62,353.5449636485842,1,2,1
11,399.81131205055186,1,5,0
39,407.5073513870382,0,1,0
24,215.09855986973457,0,4,0
51,272.4209784776198,2,1,0
13,72.66111819285061,0,3,0
3,193.23378792614665,0,4,1
5,93.88375280574921,2,5,0
23,360.20026406288576,1,4,0
33,201.53351437551024,1,4,0
23,383.85715590359723,0,5,0
25,124.27275802972909,2,4,0
29,275.5694795229593,2,1,1
12,65.04656885479797,1,5,0
26,409.47837457489635,0,5,0
61,296.6134368554484,0,2,1
60,100.39663835438894,1,3,0
53,335.64834926536287,2,2,1
57,33.8436583949357,0,5,0
8,338.68605099050484,0,4,0
4,31.04407330859784,3,4,1
43,165.55046048097554,0,3,0
51,448.3940739039114,2,5,0
16,262.11819976060997,1,4,0
31,485.52768453239094,0,3,0
18,203.99907084882958,1,3,0
27,397.04730238821804,2,4,0
33,476.0325211344718,3,4,1
53,182.29433896541363,0,4,0
44,483.9278501151492,1,3,0
19,37.27728668183584,2,3,0
46,153.96702529455192,0,4,0
71,68.02106748072671,0,2,1
10,387.34401776983583,1,2,1
26,429.6454914760817,0,5,0
17,388.8110291204991,1,5,0
19,391.4380919133341,1,4,0
8,338.54842424350414,0,4,0
51,286.9448840971902,1,5,0
24,354.352276757226,1,2,0
41,229.34725370593708,1,3,0
33,217.74070491369295,0,5,0
57,199.78732032360506,0,4,0
30,61.395317388336004,1,4,0
13,185.31318900433922,1,3,0
26,62.66675821953388,0,3,0
27,139.15685388897447,1,4,0
48,229.44046403426702,0,5,0
65,283.19523724846454,2,5,0
62,33.7382990078946,0,5,0
70,27.4920705451194,0,2,1
34,462.61111734837914,1,4,0
18,32.652130811603755,0,3,0
3,472.64879682230793,3,5,1
24,499.0904899009739,0,5,0
48,372.7011130275559,0,2,0
62,224.68120644583342,3,2,1
39,252.08967299593849,2,2,0
57,381.45515901905605,2,4,0
27,472.6478075583498,0,2,0
29,59.67007135196299,2,3,0
34,306.84967021776845,3,5,0
34,432.7955149492272,1,4,0
36,257.0615151565411,0,1,1
21,115.41930208257963,1,5,0
65,265.98879172215857,1,4,0
33,357.3868665661711,2,4,0
71,182.25995838996369,0,5,0
1,383.8999770702295,2,5,0
18,411.6419281691446,1,3,0
52,192.97811138665568,0,3,0
20,334.1000872897327,1,2,0
3,449.4676469500903,2,4,0
2,299.52174729130746,0,4,1
39,419.6600871235289,1,5,0
38,60.87968557833484,0,3,0
56,134.36888246504432,1,3,0
27,475.66529482318305,3,5,0
9,127.4502833754144,0,4,0
37,368.5936824233455,4,2,1
15,438.3560210666499,1,3,0
26,282.96556614472354,1,3,0
17,93.31883048085817,0,3,0
47,243.16201353967057,0,4,0
47,209.92935327362449,1,4,0
68,441.24563521508577,1,5,0
21,100.44690876284953,1,4,0
55,260.50664327336233,0,3,0
62,421.79800457669086,0,4,0
51,181.05084262887038,0,4,0
49,350.5996117035352,0,2,1
16,448.2765285743825,1,2,0
59,215.94592986412152,0,3,0
36,52.17121631278584,0,4,0
26,156.18579162705464,1,3,0
30,395.0682447247303,1,4,0
49,151.12240859082854,3,3,0
64,196.5132469461069,1,4,0
63,334.9188269821872,1,3,0
21,239.53927667131472,1,4,0
65,116.45569865618779,3,5,0
35,464.32901435177877,1,4,0
61,171.42001654599656,0,3,0
35,55.4518462874197,0,4,0
7,483.6555241134622,0,5,0
26,351.1382101437583,2,5,1
67,347.1958125662737,0,4,0
21,371.00186944597186,2,5,0
34,282.48044163113167,1,3,0
35,459.74706568827304,0,4,0
3,365.4856173458427,2,3,0
50,171.87045738487308,0,2,1
10,90.01048872227042,0,4,0
3,468.12883308325627,2,5,0
52,28.801793537476925,2,4,0
62,268.39332972075,1,3,0
64,70.59242272591706,0,4,0
33,167.01466093942986,1,5,0
51,385.8216087349518,1,2,1
16,124.02452882871927,0,3,0
44,81.8812395912431,0,3,0
17,268.64119222111344,0,5,0
50,441.79793663065,1,3,0
27,106.37488216595438,0,3,0
61,299.2837504787698,1,5,0
52,378.8906728732109,2,3,0
49,95.79975988779128,0,5,0
70,255.4944511600126,1,4,0
20,427.75516923987954,1,5,0
63,133.62590989465582,1,3,0
14,94.63425002643146,2,4,0
47,216.8105250407233,1,5,0
10,345.41194875089496,0,5,0
52,46.147144519704035,0,4,0
3,101.8671905078952,1,3,0
23,73.61635704346014,2,3,0
12,348.5947220988748,1,5,0
20,345.47530435361676,0,4,0
70,469.81007884453754,3,5,0
29,356.790601292096,4,4,0
26,255.26211952105794,0,5,0
36,482.3479720925062,0,3,0
41,106.57488157529511,2,4,0
27,360.25134728607503,0,4,0
58,306.29820018314336,1,4,0
46,38.18977689471845,0,4,0
2,88.99416444305488,1,3,0
53,428.8934965123238,0,5,0
10,269.07704065685084,1,5,0
13,146.95866194916212,2,3,0
62,157.42531583080805,0,5,0
34,460.75496941110157,1,4,0
21,287.91419498896005,0,5,0
11,101.00022505168863,1,4,0
31,179.33778657283878,1,5,0
17,280.21107151354545,2,3,0
28,31.62392251773161,1,5,0
69,409.9509111062051,1,2,1
62,231.3300813290189,1,5,0
46,81.28777008369013,1,3,0
24,161.03272660149335,4,5,0
3,448.1288189173452,2,4,0
64,291.45061190919455,2,3,0
49,62.24048234245295,1,4,0
57,87.8289804105471,0,4,0
14,275.76332185219263,2,4,0
22,351.5488371788113,1,3,0
4,83.3561822028126,3,4,1
52,295.8923168837935,1,4,0
28,296.1042687464008,0,4,0
1,448.0581104386021,0,4,0
67,368.62500193559345,1,5,0
32,27.878886253288435,0,3,0
69,340.31672988334157,0,4,0
20,251.08416201847447,2,4,0
18,337.145395463118,2,5,0
67,192.49300697468038,2,4,0
29,189.94927360553902,2,4,0
48,384.92554280802165,0,2,1
2,145.04960466209042,1,4,0
5,359.17831196897896,1,4,0
71,43.380291576373565,0,2,1
65,65.37560893156738,0,5,0
52,462.1229994866341,1,5,0
42,289.685461181651,1,4,0
17,152.3464331053021,1,4,0
61,26.62301370633802,1,4,0
71,335.1791369389953,0,4,0
8,249.76683292266864,1,4,0
26,43.15694933012564,0,4,0
4,436.22835471123057,1,4,0
44,140.37254500336257,0,5,0
26,49.42016299838048,0,5,0
32,116.48418319278383,0,2,0
70,309.65561209321424,0,4,1
53,307.01866170165897,4,4,0
30,330.9512792149959,0,5,0
16,184.55267800276775,0,4,0
66,64.1608377879358,1,4,0
69,122.58101984398562,2,2,1
6,206.51539122426937,2,3,0
28,302.49830569335586,0,4,0
4,62.00389726007984,3,4,1
30,432.71104903044335,1,4,0
15,457.2850654589492,1,3,0
51,430.87171532902363,0,5,0
61,472.18299039571366,2,3,0
67,481.56124323377105,3,2,1
40,174.9625701290989,1,4,0
19,254.9287982783492,1,3,0
8,76.97503599176576,2,3,0
43,475.57117457754265,1,4,0
38,135.65602945965583,0,4,0
22,324.05105286802467,1,2,1
23,168.542867489461,0,4,0
67,325.9044191809283,1,4,0
67,185.83475240771045,0,4,0
41,338.0174587715878,1,4,0
63,121.37423051458855,0,4,0
70,373.00997267153184,0,1,1
10,196.91880466858228,0,5,1
40,351.8264930129619,0,4,0
32,346.9487760025748,2,4,0
31,239.29849776912766,1,5,0
19,125.93345373004314,2,4,0
33,102.7004242501956,2,5,0
16,108.03806025862421,1,3,0
43,319.0692345096172,2,4,0
46,31.387342290258236,1,4,1
55,493.24329611737556,2,2,0
59,368.08044122032055,0,4,0
9,144.01245620351028,0,4,0
26,370.01839881232803,2,3,0
23,433.7501355484465,0,2,1
71,227.70530230374973,1,4,0
52,92.99466476996896,0,1,1
24,191.08958113066365,2,4,0
67,367.32700849935765,0,4,1
57,397.7705086818154,0,4,0
68,360.765722636938,1,4,0
9,172.76907087536625,0,4,0
70,419.72933663779867,1,4,0
18,260.0253329463597,2,5,0
32,123.00768224044012,1,4,0
8,375.14776007824196,3,4,1
8,404.29291164742875,1,1,1
50,468.66801137056,1,5,0
40,45.93154311528231,0,5,0
45,127.83636849774157,1,3,0
20,23.53365950244603,1,4,0
68,386.2106599762314,1,2,1
16,127.17155943787147,0,4,0
45,93.18073853625643,1,5,0
17,211.14167463979786,0,3,0
3,273.4261446497516,1,4,0
32,145.63138156433882,2,1,1
59,354.02226278449587,1,3,0
46,334.26424846494854,0,5,0
39,280.6551008033255,1,5,0
32,290.91110008618386,0,3,0
25,122.70217214819215,2,3,0
30,152.4660782211346,0,3,0
31,267.4675381831702,0,3,0
56,71.73685568771717,0,4,0
67,129.52637212033892,1,5,0
65,93.61832187147412,1,3,0
31,200.82543903512692,1,4,0
14,309.8826003254543,0,4,0
33,268.51537987871643,1,5,0
57,353.69690594768923,1,1,0
1,61.62807254022692,0,4,0
8,236.1877994420331,0,5,0
28,166.25732424486816,1,4,0
45,135.54658705803553,1,4,0
53,154.68631729313665,1,4,0
48,232.8820676046372,1,1,0
61,304.37939037616434,3,4,1
9,468.8895538667233,2,5,0
28,245.3508620211065,0,4,0
2,408.5564212863646,1,4,0
30,342.09197767046146,1,2,1
7,85.75171181322786,4,5,1
70,169.69021385586694,0,4,0
31,393.04795675516436,1,4,0
14,134.2986040143951,1,5,0
26,363.5005614077136,1,4,0
42,149.00846954775068,0,3,0
2,178.45554619462862,1,4,0
28,471.163426785572,4,3,0
47,85.67561576725868,2,4,0
47,104.46887083479626,3,4,0
63,281.04753532492646,0,4,0
8,153.59013957488423,0,4,1
22,28.4288082008098,0,4,0
39,155.77743612579792,1,4,0
14,300.0235466972243,1,3,0
23,211.21675825188208,0,4,0
68,312.57494710849966,3,4,0
51,302.0782218467039,2,5,0
40,256.52108627858564,2,4,0
42,123.95925372685305,1,1,1
67,390.02690910825316,4,4,1
34,365.8463793504324,1,4,0
33,192.69964619007735,1,4,0
49,349.1090830969303,0,2,0
60,43.41361700992202,1,4,0
24,116.94698398282893,1,4,0
34,393.41030484043205,0,4,0
5,181.62654489905069,1,4,0
48,78.31896516147039,2,3,0
40,296.3412733638586,0,5,0
12,114.92054527001564,2,1,0
36,488.54603120744486,2,3,0
22,39.753820075665075,3,3,0
26,331.6741780298843,0,5,0
46,251.52403946464494,1,3,0
13,421.25508730903135,2,5,0
7,303.19234194606133,0,3,0
56,270.51627135108856,1,3,0
27,305.43772671734916,1,2,0
41,110.50995263035695,1,5,0
71,203.82759326491265,1,4,0
57,409.6711274814844,0,1,0
62,186.07618660438203,0,4,0
8,187.2882168236451,0,3,0
10,295.0293574140269,1,5,0
65,422.95677003040646,0,3,0
25,45.69306905361749,1,4,0
53,481.8638241930861,1,4,0
25,470.40133726731756,0,1,1
52,190.49085678636254,1,5,0
38,74.52531728699739,1,3,0
23,286.9330697701818,1,4,0
21,131.97050178700533,5,5,0
63,459.12306451510847,2,3,0
19,194.02104635737584,1,4,0
65,283.3471084304488,2,3,0
49,76.39597403620441,1,1,1
46,409.65123112991665,0,4,0
53,453.59291995853425,1,3,0
63,214.4488199465075,1,1,1
56,286.640194514807,0,2,0
4,383.95798011114897,2,4,0
31,222.58501307680757,1,3,0
15,365.69861149907723,0,3,0
23,482.60471043835827,1,5,0
22,71.55008591225167,0,4,0
5,239.2671358442212,1,4,0
43,105.50985406771429,2,5,0
71,248.7856602675686,0,5,0
7,365.68187447999287,0,3,0
11,394.47224357623014,1,4,0
33,86.04531931323743,0,5,0
42,273.6062976831497,1,4,1
39,187.2395595749567,0,3,0
14,338.34039719107705,3,4,0
10,213.66748507384676,3,3,1
6,497.39444102513977,0,4,0
60,337.74528097429015,0,4,0
25,336.9074225838229,2,4,0
69,140.77112782175666,0,5,0
55,343.9444397130881,1,5,1
33,283.99110364355045,1,5,0
9,85.85370363538516,1,4,0
17,42.76819529059884,0,3,0
10,22.134185258981027,0,4,0
11,357.8668059394463,2,5,0
15,381.23977251549854,1,4,0
51,202.14255625337142,2,3,0
1,483.28703878598395,0,4,1
34,288.8532175294469,0,3,0
32,498.8227325952358,0,4,0
45,296.33061080701356,0,5,0
44,156.65266537552986,0,4,0
6,411.0631740898242,1,3,0
46,199.88367046485595,4,4,0
37,123.62162550924711,1,5,0
37,188.72583848806275,1,5,0
51,241.97021198994628,0,4,0
10,49.986116559149494,0,3,0
32,243.1511612663104,2,3,0
67,197.66221638678894,1,4,0
27,130.58427234444014,3,2,1
10,477.75085577347164,1,4,0
17,259.36059273407545,1,4,0
46,487.6169706192249,0,5,0
5,264.903471439942,2,3,0
7,47.15946474329911,2,4,0
40,102.52615052058513,1,2,0
7,381.2228379295702,0,4,0
65,421.90112118857326,0,4,0
8,89.30827080150007,1,5,0
45,330.40627178552,2,4,0
58,403.74284260110807,2,3,0
4,219.47838517236588,0,4,0
39,478.71452670137285,3,5,1
55,430.4925298264726,1,4,0
64,302.76699919666066,2,4,0
14,489.9644014033963,0,3,0
32,259.4166330084049,1,5,0
28,44.186089637939375,0,5,0
29,369.91071380583065,1,4,0
30,171.4815663742542,3,4,0
57,289.96363920426836,1,4,0
50,152.508366888778,0,1,1
32,288.8403185152946,2,1,0
19,290.9730753335848,3,5,0
2,111.68346048455787,2,4,0
62,254.00769023174587,2,4,0
40,160.22759053244076,2,4,0
51,231.94872970123268,0,3,0
63,209.77485547227764,1,3,0
2,175.06789135371267,2,4,1
24,44.73918286419577,1,5,0
40,406.88562179279796,1,5,0
3,493.3397139877576,0,4,0
20,134.53431183525922,1,4,0
29,495.45609298959477,1,3,0
34,219.14449662540025,1,5,0
23,88.96341512766527,2,1,0
8,273.3864728699971,0,3,0
24,451.3733399384875,0,3,0
3,327.52840832042574,3,2,1
20,376.2764840486185,0,4,0
47,82.89060064685232,1,3,0
32,158.73404222206148,1,5,0
53,171.45925448155407,2,2,1
4,135.16392380246344,0,3,0
12,258.30432176174793,1,3,0
69,429.2628031086517,0,3,0
28,385.99927006645385,1,3,0
2,345.58886834832265,1,5,1
32,301.85415847566014,1,3,0
20,229.10704703725855,2,4,0
3,436.37635213509714,0,5,0
21,28.92840993717943,0,4,0
30,448.4322408712713,0,2,0
16,328.73351715974377,0,2,1
62,230.9840368115155,2,4,0
53,265.1219104319067,2,2,1
44,299.64567076262017,0,2,1
22,476.63859137306326,1,4,0
28,366.1580838194499,0,4,0
32,458.34593324019005,1,5,0
36,119.03748287788335,2,4,0
37,318.22915469291706,1,3,0
40,314.2759507479841,0,4,0
24,259.9442843334582,1,4,0
38,280.10356251792405,3,2,1
3,91.76738655233063,1,5,0
43,299.21402254160256,1,5,0
69,426.5061117204043,1,4,0
46,127.12293158170266,0,3,0
7,94.83957450766266,0,4,1
59,159.11419074545233,0,5,0
38,244.8458800609743,1,5,0
57,55.46466281488371,0,5,0
57,407.58545949383733,1,2,1
64,175.85401255747945,1,4,0
35,344.3973421109946,1,4,0
44,110.28302365560421,0,3,0
64,380.5235264219788,0,5,0
10,358.87750507191896,3,3,1
37,414.0907881511197,1,4,0
10,232.70122173844,1,4,0
51,84.56057596108691,2,3,0
47,275.2133676775997,2,4,0
56,329.14295963683924,2,4,0
21,433.50603845561494,3,4,1
22,217.95112925537697,2,4,0
42,80.54066500238976,0,3,0
50,216.95847825504148,0,3,0
2,119.60311268351803,0,1,1
65,227.75571385991472,1,4,0
35,388.739144959875,0,5,0
66,409.0802352824897,2,5,0
40,346.25673043416367,0,3,0
11,462.3694629224442,1,4,0
16,471.6902666255486,1,5,0
45,158.07285307794263,1,4,0
65,366.69565024001975,2,3,0
69,494.4468480158147,0,3,0
50,346.0511731936549,1,1,1
25,214.98775425209624,1,4,0
65,389.94805100715485,2,3,0
12,478.18423690767975,0,1,0
4,340.6149687327011,0,4,0
20,171.406907429613,1,2,0
40,439.79307780119564,0,5,0
3,74.33378783296477,1,4,0
10,131.87238291828646,1,4,0
16,48.95756223739079,1,1,1
66,275.4134066957247,1,5,0
62,405.1192139971205,2,5,0
33,329.7421335348882,3,5,0
28,477.6880424905871,2,3,0
54,482.6263793092851,2,3,0
1,26.172598786335328,2,1,1
66,404.6369775240621,2,2,0
9,490.42661867296914,3,4,1
55,479.65674701169405,3,4,0
65,167.97238808948123,0,4,0
51,224.42526603184484,4,3,0
17,428.0038808520951,0,3,0
42,42.825976528339226,0,4,0
23,373.2925672997359,1,2,0
11,318.50153711294905,0,4,0
48,474.26351646331386,1,4,0
19,192.13022834312636,2,3,0
11,99.26457043482887,0,5,0
28,197.06411159422993,1,2,1
32,102.31873731564244,0,5,0
38,147.8749773936674,1,4,1
27,120.93729368572784,2,4,0
64,484.70055883440455,0,5,0
20,28.630225046338786,0,5,1
69,141.7025518521087,1,5,0
71,399.7768795028844,2,4,0
40,404.92502066438493,1,5,0
62,83.82843368249374,1,3,0
53,301.82298189466155,0,5,1
2,64.70223993053615,0,5,0
39,270.7418687700615,1,3,0
64,44.309117276200425,0,3,0
58,273.76683558915533,1,3,0
42,82.29418734612688,1,5,0
62,235.24172283759927,0,5,0
58,372.3641752925296,2,4,0
56,127.9101394656467,1,4,0
53,183.67972782331896,0,4,0
50,49.721305113583526,2,3,0
49,204.03339140220746,0,4,0
24,489.92822627008076,1,3,0
26,298.2368684107638,1,4,0
4,387.9408572707304,0,3,0
21,342.23462616944215,1,3,0
4,35.41272432837747,0,5,0
69,270.3016979560274,2,4,0
18,95.3950745971677,1,4,0
53,85.62896789754318,1,5,0
6,400.48323036074515,1,4,0
69,365.5074752299672,2,2,1
8,279.8164021521011,1,3,0
6,54.27644369449595,1,2,1
66,311.91685925308,0,4,0
33,275.3180970462746,0,5,0
47,316.8003810984938,0,2,0
2,88.21367121356164,1,5,0
57,495.05812478875015,1,3,0
32,27.05073543470853,3,3,1
29,292.92857759202593,1,5,0
28,324.0441374540162,3,4,1
68,390.93252030965533,1,5,0
13,336.4979419074003,1,5,0
14,405.1939819285701,0,4,0
27,207.91968091686866,0,3,0
1,387.93209205982936,1,4,0
63,449.20078730928503,2,3,0
44,117.41699937168507,1,3,0
20,171.8560031030809,1,1,0
30,120.9534741568097,0,4,0
6,210.98331187991823,1,1,1
28,55.088621564727234,1,5,0
56,81.09669723711518,3,2,1
65,415.5909208566509,2,5,0
8,100.12122425888933,1,4,0
41,432.0086120144357,1,4,0
17,386.3570039281167,1,4,0
9,344.2927438615713,1,3,0
38,180.13738148758512,1,4,0
65,366.0987906851707,0,4,0
71,341.94245138712205,0,5,0
10,248.70196152421522,0,3,1
67,97.01590111220007,2,3,0
44,228.04047763147634,1,5,0
23,272.07346284801577,0,4,0
46,311.4580274665162,3,2,1
22,126.71922045652471,2,5,0
67,252.34334613406384,1,4,0
58,295.1930798040622,1,2,0
19,244.2404775799685,0,4,0
37,354.63119479369766,0,4,0
3,242.12411015305887,0,4,0
22,302.09521480296235,0,5,0
51,156.9997949276477,1,4,0
12,278.6666596732026,2,5,1
25,492.32214760716187,1,5,0
35,107.89724322972462,1,4,0
39,73.27220330627097,1,5,0
30,47.47677687403986,3,3,1
55,180.23181085212934,2,3,0
55,467.0353292673822,0,4,0
47,489.96750099366676,0,4,0
4,55.11647316687064,2,2,1
37,228.1281510298535,3,4,0
47,152.83242557698404,1,1,1
6,475.47878734914485,1,5,0
6,295.67654031922876,0,4,0
11,482.44254882023233,0,2,1
61,341.28880684682446,1,4,0
45,215.38992527309992,3,5,0
8,47.63218351415502,3,5,0
37,235.9422121233489,3,5,0
23,333.5141611846547,0,4,0
41,84.36118778748325,3,4,1
46,330.19671244944,2,4,0
41,101.79419045572257,1,3,0
47,175.35305113967044,0,4,0
35,409.94003507731594,3,3,1
53,132.67419467929292,1,4,0
28,156.3665429520438,2,4,0
39,80.0334120615593,1,4,0
34,302.34192670462573,0,4,0
61,20.8792613698758,0,5,0
70,364.3399160721076,1,4,0
70,22.156733186527333,0,4,0
36,56.941741369286696,0,4,0
2,153.7693251973416,0,3,0
2,173.66139204599608,3,4,1
53,326.3211141383861,1,4,0
37,117.76119544461972,2,4,0
19,424.11027571132183,1,2,0
42,214.66101085160804,1,5,0
62,418.1579493992865,1,5,0
67,468.81864630888055,2,4,0
44,178.51166303316032,3,4,0
10,334.2651394311238,0,2,1
57,295.6551210459527,0,3,0
55,49.81485326156408,0,4,0
56,122.56225271193668,1,4,0
1,48.699541016160325,1,2,1
4,494.9393550887751,0,4,1
36,139.31081775036876,1,5,0
9,429.80458207501994,1,2,1
15,26.994935401145543,0,5,0
59,40.33447709816613,1,4,0
2,165.4920585169103,0,3,1
47,69.10838657386316,1,4,0
39,344.9110113249896,2,4,0
64,322.54482787165443,1,4,0
13,128.19443293168942,2,3,0
44,94.1079877998435,1,3,0
43,101.54942322063916,2,4,1
24,408.89190219440525,0,1,0
39,360.1717121181083,0,4,0
31,80.88080041698332,1,4,0
51,399.3592604442981,0,4,0
68,71.8499038423646,0,3,0
41,27.53143231221964,2,3,0
53,467.18303759372617,2,4,0
8,152.25351216420688,0,5,0
10,266.7711758449227,2,3,0
55,393.09444037749074,1,4,0
14,291.12323874468717,0,4,0
18,48.970224248938905,2,5,0
15,23.816462486812693,0,4,0
34,184.22685217385703,0,4,0
56,421.6826153149002,2,4,0
70,193.46076171683245,0,5,0
66,125.50248981219612,1,5,0
4,208.50123101612493,0,5,0
37,92.9337955151859,1,4,0
34,99.31426666985752,1,3,0
18,347.1071197305451,0,3,0
68,237.31679180462328,1,1,1
52,262.3948339038331,1,4,0
2,266.7332999047552,0,4,0
24,487.1279512304453,0,5,0
65,226.8666164829126,0,4,0
3,161.6483482706049,1,4,0
48,88.71972916653533,3,3,0
57,50.22260533411149,0,5,0
58,252.74239942082085,2,5,0
39,349.75271358569296,1,3,0
36,271.08234964055237,3,3,0
69,457.32571838727824,2,4,0
